sales_order_id,order_date,customer_id,sales_channel,order_status,payment_method,subtotal,discount_total,tax_total,order_total,created_date
RP-000257,2025-07-29,8228,Raven Prime,Open,Coin,96.63,1.73,8.14,104.77,2025-07-29
RP-000258,2025-08-09,8955,Raven Prime,Closed,Coin,23.33,1.97,1.77,25.11,2025-08-09
RP-000259,2025-08-31,8042,Raven Prime,Closed,Coin,34.73,0.81,2.88,37.61,2025-08-31
RP-000260,2025-08-26,8027,Raven Prime,Closed,Coin,184.1,11.74,15.5,199.6,2025-08-26
RP-000261,2025-09-20,7148,Raven Prime,Closed,Coin,73.84,1.47,5.87,79.71,2025-09-20
RP-000262,2025-09-18,7253,Raven Prime,Closed,Coin,57.71,3.02,3.77,61.48,2025-09-18
RP-000263,2025-07-04,9270,Raven Prime,Closed,Coin,141.18,4.1,12.61,153.79,2025-07-04
RP-000264,2025-09-10,8228,Raven Prime,Shipped,Coin,38.43,1.63,2.4,40.83,2025-09-10
RP-000265,2025-09-15,8598,Raven Prime,Open,Coin,40.02,1.0,2.5,42.52,2025-09-15
RP-000266,2025-09-02,9472,Raven Prime,Closed,Coin,6.82,0.48,0.58,7.4,2025-09-02
RP-000267,2025-08-19,8009,Raven Prime,Shipped,Coin,26.93,0.52,2.07,29.0,2025-08-19
RP-000268,2025-08-18,7244,Raven Prime,Closed,Coin,25.04,0.91,1.91,26.94,2025-08-18
RP-000269,2025-08-12,9828,Raven Prime,Shipped,Coin,67.48,1.82,4.22,71.7,2025-08-12
RP-000270,2025-09-26,10141,Raven Prime,Shipped,Coin,85.03,7.57,7.39,92.43,2025-09-26
RP-000271,2025-07-13,8642,Raven Prime,Shipped,Coin,55.73,3.41,4.11,59.84,2025-07-13
RP-000272,2025-08-24,10547,Raven Prime,Closed,Coin,58.21,3.36,3.9,62.11,2025-08-24
RP-000273,2025-07-09,8282,Raven Prime,Closed,Coin,150.89,6.11,12.18,163.07,2025-07-09
RP-000274,2025-07-31,9180,Raven Prime,Shipped,Coin,56.1,1.57,4.14,60.24,2025-07-31
RP-000275,2025-08-14,9445,Raven Prime,Shipped,Coin,85.11,8.48,8.02,93.13,2025-08-14
RP-000276,2025-09-17,9791,Raven Prime,Shipped,Coin,57.91,1.77,4.55,62.46,2025-09-17
RP-000277,2025-08-22,8971,Raven Prime,Closed,Coin,94.8,7.01,6.83,101.62,2025-08-22
RP-000278,2025-07-27,7889,Raven Prime,Shipped,Coin,90.16,2.18,6.16,96.31,2025-07-27
RP-000279,2025-07-24,9947,Raven Prime,Open,Coin,32.13,0.88,2.32,34.45,2025-07-24
RP-000280,2025-07-20,9107,Raven Prime,Closed,Coin,124.49,7.15,9.76,134.25,2025-07-20
RP-000281,2025-08-17,9467,Raven Prime,Open,Coin,20.02,0.62,1.56,21.58,2025-08-17
RP-000282,2025-09-10,8198,Raven Prime,Shipped,Coin,34.99,1.68,2.19,37.18,2025-09-10
RP-000283,2025-08-12,7811,Raven Prime,Closed,Coin,122.2,10.44,11.85,134.05,2025-08-12
RP-000284,2025-08-29,7946,Raven Prime,Closed,Coin,89.29,3.78,5.58,94.87,2025-08-29
RP-000285,2025-09-12,9605,Raven Prime,Shipped,Coin,47.59,4.24,2.97,50.56,2025-09-12
RP-000286,2025-09-09,9648,Raven Prime,Closed,Coin,122.17,6.8,8.28,130.45,2025-09-09
RP-000287,2025-09-14,7009,Raven Prime,Shipped,Coin,69.83,3.94,4.82,74.65,2025-09-14
RP-000288,2025-09-14,8057,Raven Prime,Closed,Coin,55.01,1.22,4.17,59.18,2025-09-14
RP-000289,2025-08-23,9473,Raven Prime,Closed,Coin,40.54,2.29,3.28,43.82,2025-08-23
RP-000290,2025-08-09,9806,Raven Prime,Shipped,Coin,77.58,5.54,5.22,82.79,2025-08-09
RP-000291,2025-08-09,9803,Raven Prime,Shipped,Coin,39.08,3.57,2.44,41.53,2025-08-09
RP-000292,2025-09-10,7786,Raven Prime,Closed,Coin,47.32,2.09,3.19,50.51,2025-09-10
RP-000293,2025-07-07,10512,Raven Prime,Shipped,Coin,70.77,3.63,5.27,76.04,2025-07-07
RP-000294,2025-08-14,10049,Raven Prime,Closed,Coin,94.86,6.1,6.95,101.81,2025-08-14
RP-000295,2025-08-01,10339,Raven Prime,Closed,Coin,18.54,0.57,1.16,19.7,2025-08-01
RP-000296,2025-09-07,10003,Raven Prime,Closed,Coin,38.72,1.93,2.42,41.14,2025-09-07
RP-000297,2025-07-22,7359,Raven Prime,Closed,Coin,79.9,5.49,5.32,85.21,2025-07-22
RP-000298,2025-09-20,8251,Raven Prime,Closed,Coin,88.0,5.66,6.62,94.62,2025-09-20
RP-000299,2025-08-31,8068,Raven Prime,Closed,Coin,60.11,3.32,4.49,64.59,2025-08-31
RP-000300,2025-08-07,8099,Raven Prime,Open,Coin,62.58,2.36,4.94,67.52,2025-08-07
RP-000301,2025-07-14,7381,Raven Prime,Shipped,Coin,98.98,8.17,8.2,107.19,2025-07-14
RP-000302,2025-08-14,7496,Raven Prime,Closed,Coin,102.56,6.14,7.77,110.33,2025-08-14
RP-000303,2025-09-13,9305,Raven Prime,Closed,Coin,84.12,3.88,5.26,89.37,2025-09-13
RP-000304,2025-08-13,7590,Raven Prime,Closed,Coin,68.04,2.7,5.61,73.65,2025-08-13
RP-000305,2025-07-26,8914,Raven Prime,Shipped,Coin,31.23,2.07,1.95,33.19,2025-07-26
RP-000306,2025-09-24,8472,Raven Prime,Shipped,Coin,18.96,0.23,1.19,20.15,2025-09-24
RP-000307,2025-07-21,7527,Raven Prime,Closed,Coin,127.05,6.56,8.8,135.85,2025-07-21
RP-000308,2025-08-28,7456,Raven Prime,Closed,Coin,133.24,7.05,10.94,144.18,2025-08-28
RP-000309,2025-09-28,10540,Raven Prime,Closed,Coin,64.18,2.73,4.01,68.19,2025-09-28
RP-000310,2025-09-01,9055,Raven Prime,Shipped,Coin,90.48,6.96,5.65,96.13,2025-09-01
RP-000311,2025-08-31,7430,Raven Prime,Closed,Coin,109.43,6.21,8.08,117.52,2025-08-31
RP-000312,2025-08-08,9523,Raven Prime,Shipped,Coin,97.12,6.66,7.23,104.35,2025-08-08
RP-000313,2025-09-18,9617,Raven Prime,Shipped,Coin,60.47,4.1,4.08,64.55,2025-09-18
RP-000314,2025-07-08,10156,Raven Prime,Open,Coin,140.06,3.0,12.65,152.71,2025-07-08
RP-000315,2025-08-18,9347,Raven Prime,Shipped,Coin,66.63,2.78,4.89,71.52,2025-08-18
RP-000316,2025-09-06,9428,Raven Prime,Shipped,Coin,36.01,2.25,2.97,38.98,2025-09-06
RP-000317,2025-09-13,7170,Raven Prime,Closed,Coin,186.29,11.18,17.39,203.68,2025-09-13
RP-000318,2025-08-21,9334,Raven Prime,Shipped,Coin,54.74,1.66,3.42,58.16,2025-08-21
RP-000319,2025-07-13,7190,Raven Prime,Closed,Coin,29.91,2.29,2.0,31.9,2025-07-13
RP-000320,2025-09-27,7278,Raven Prime,Closed,Coin,98.31,4.37,8.18,106.49,2025-09-27
RP-000321,2025-07-15,9801,Raven Prime,Open,Coin,17.05,0.85,1.07,18.11,2025-07-15
RP-000322,2025-08-04,7057,Raven Prime,Closed,Coin,173.51,7.82,14.82,188.33,2025-08-04
RP-000323,2025-08-16,7264,Raven Prime,Shipped,Coin,37.52,0.74,2.35,39.87,2025-08-16
RP-000324,2025-09-18,7709,Raven Prime,Shipped,Coin,70.8,4.31,5.23,76.04,2025-09-18
RP-000325,2025-09-07,10064,Raven Prime,Shipped,Coin,72.92,4.58,4.56,77.48,2025-09-07
RP-000326,2025-07-18,7486,Raven Prime,Closed,Coin,120.07,4.53,9.92,129.99,2025-07-18
RP-000327,2025-08-01,9918,Raven Prime,Closed,Coin,39.21,3.52,2.45,41.66,2025-08-01
RP-000328,2025-09-11,10059,Raven Prime,Closed,Coin,6.66,0.35,0.42,7.08,2025-09-11
RP-000329,2025-09-18,8257,Raven Prime,Closed,Coin,81.18,3.7,6.1,87.28,2025-09-18
RP-000330,2025-09-07,10440,Raven Prime,Closed,Coin,28.77,1.55,2.18,30.95,2025-09-07
RP-000331,2025-09-16,7753,Raven Prime,Closed,Coin,97.87,5.72,7.88,105.75,2025-09-16
RP-000332,2025-08-14,7630,Raven Prime,Open,Coin,61.23,2.43,4.46,65.68,2025-08-14
RP-000333,2025-07-16,10082,Raven Prime,Shipped,Coin,56.02,5.53,4.48,60.5,2025-07-16
RP-000334,2025-09-09,9098,Raven Prime,Closed,Coin,48.03,4.19,3.0,51.03,2025-09-09
RP-000335,2025-09-12,9074,Raven Prime,Shipped,Coin,67.78,4.36,4.24,72.01,2025-09-12
RP-000336,2025-08-22,7001,Raven Prime,Closed,Coin,57.44,3.81,4.96,62.4,2025-08-22
RP-000337,2025-07-30,8990,Raven Prime,Closed,Coin,29.17,1.96,1.82,30.99,2025-07-30
RP-000338,2025-08-30,8336,Raven Prime,Shipped,Coin,68.88,2.73,4.71,73.59,2025-08-30
RP-000339,2025-08-26,8406,Raven Prime,Shipped,Coin,61.47,5.23,5.33,66.8,2025-08-26
RP-000340,2025-07-18,10311,Raven Prime,Closed,Coin,111.97,5.81,7.66,119.63,2025-07-18
RP-000341,2025-07-07,9811,Raven Prime,Closed,Coin,144.83,3.57,11.37,156.19,2025-07-07
RP-000342,2025-08-21,8906,Raven Prime,Open,Coin,28.72,0.42,1.8,30.52,2025-08-21
RP-000343,2025-09-21,7371,Raven Prime,Shipped,Coin,63.29,1.69,3.96,67.24,2025-09-21
RP-000344,2025-07-08,8551,Raven Prime,Closed,Coin,142.6,8.29,12.33,154.93,2025-07-08
RP-000345,2025-07-23,7085,Raven Prime,Closed,Coin,73.07,4.16,5.48,78.55,2025-07-23
RP-000346,2025-09-03,7821,Raven Prime,Shipped,Coin,40.93,1.27,2.56,43.49,2025-09-03
RP-000347,2025-08-30,9328,Raven Prime,Open,Coin,40.1,3.46,2.74,42.84,2025-08-30
RP-000348,2025-08-31,8634,Raven Prime,Closed,Coin,83.34,6.06,6.79,90.13,2025-08-31
RP-000349,2025-09-19,7214,Raven Prime,Shipped,Coin,14.31,1.5,1.11,15.43,2025-09-19
RP-000350,2025-08-28,9353,Raven Prime,Closed,Coin,35.31,2.77,2.5,37.81,2025-08-28
RP-000351,2025-07-16,9142,Raven Prime,Shipped,Coin,35.22,2.08,2.2,37.43,2025-07-16
RP-000352,2025-07-03,7201,Raven Prime,Shipped,Coin,31.29,3.1,1.96,33.24,2025-07-03
RP-000353,2025-09-25,9361,Raven Prime,Closed,Coin,42.64,2.71,2.66,45.3,2025-09-25
RP-000354,2025-07-06,9525,Raven Prime,Closed,Coin,203.46,4.49,18.87,222.34,2025-07-06
RP-000355,2025-07-13,9230,Raven Prime,Closed,Coin,83.99,2.87,7.22,91.21,2025-07-13
RP-000356,2025-07-20,8571,Raven Prime,Shipped,Coin,95.27,5.2,6.24,101.51,2025-07-20
RP-000357,2025-07-20,10018,Raven Prime,Shipped,Coin,51.64,3.81,3.72,55.36,2025-07-20
RP-000358,2025-09-24,9467,Raven Prime,Shipped,Coin,99.26,4.56,9.93,109.19,2025-09-24
RP-000359,2025-08-24,7411,Raven Prime,Closed,Coin,56.5,4.55,3.53,60.03,2025-08-24
RP-000360,2025-08-12,8768,Raven Prime,Shipped,Coin,102.16,2.62,9.18,111.34,2025-08-12
RP-000361,2025-07-29,10482,Raven Prime,Shipped,Coin,30.37,1.94,1.9,32.26,2025-07-29
RP-000362,2025-09-14,9229,Raven Prime,Shipped,Coin,78.25,4.46,5.91,84.15,2025-09-14
RP-000363,2025-08-08,8311,Raven Prime,Closed,Coin,187.4,10.14,15.81,203.21,2025-08-08
RP-000364,2025-07-18,7455,Raven Prime,Closed,Coin,42.58,2.56,3.02,45.61,2025-07-18
RP-000365,2025-08-03,9429,Raven Prime,Shipped,Coin,106.51,5.02,8.64,115.15,2025-08-03
RP-000366,2025-08-19,7584,Raven Prime,Shipped,Coin,35.03,2.68,2.51,37.54,2025-08-19
RP-000367,2025-09-20,9524,Raven Prime,Closed,Coin,100.03,3.84,8.19,108.22,2025-09-20
RP-000368,2025-09-21,9245,Raven Prime,Closed,Coin,77.7,5.75,5.97,83.68,2025-09-21
RP-000369,2025-07-29,9007,Raven Prime,Open,Coin,48.07,3.37,3.0,51.07,2025-07-29
RP-000370,2025-08-13,8287,Raven Prime,Closed,Coin,16.96,1.33,1.06,18.02,2025-08-13
RP-000371,2025-09-09,8806,Raven Prime,Closed,Coin,118.72,6.27,10.22,128.94,2025-09-09
RP-000372,2025-08-26,7619,Raven Prime,Closed,Coin,23.17,2.36,1.52,24.69,2025-08-26
RP-000373,2025-08-26,8585,Raven Prime,Closed,Coin,60.05,3.45,3.75,63.8,2025-08-26
RP-000374,2025-09-07,8713,Raven Prime,Closed,Coin,86.59,8.09,7.57,94.16,2025-09-07
RP-000375,2025-09-02,9614,Raven Prime,Closed,Coin,92.45,7.64,7.48,99.94,2025-09-02
RP-000376,2025-08-13,7008,Raven Prime,Shipped,Coin,16.52,1.35,1.2,17.72,2025-08-13
RP-000377,2025-07-07,8269,Raven Prime,Shipped,Coin,73.95,3.2,5.47,79.43,2025-07-07
RP-000378,2025-08-19,7100,Raven Prime,Shipped,Coin,66.25,3.71,5.09,71.34,2025-08-19
RP-000379,2025-07-05,8544,Raven Prime,Open,Coin,90.95,5.33,8.59,99.54,2025-07-05
RP-000380,2025-07-20,9734,Raven Prime,Shipped,Coin,94.8,7.8,5.92,100.72,2025-07-20
RP-000381,2025-09-08,8597,Raven Prime,Closed,Coin,51.38,1.97,4.7,56.07,2025-09-08
RP-000382,2025-07-22,10494,Raven Prime,Closed,Coin,49.43,2.16,4.26,53.69,2025-07-22
RP-000383,2025-07-16,10005,Raven Prime,Closed,Coin,49.18,3.24,4.02,53.21,2025-07-16
RP-000384,2025-09-19,8292,Raven Prime,Open,Coin,85.32,2.56,7.51,92.83,2025-09-19
RP-000385,2025-08-02,7321,Raven Prime,Closed,Coin,78.69,4.52,4.92,83.61,2025-08-02
RP-000386,2025-07-21,8249,Raven Prime,Closed,Coin,39.04,2.06,3.09,42.13,2025-07-21
RP-000387,2025-09-07,8096,Raven Prime,Shipped,Coin,73.71,4.67,6.48,80.18,2025-09-07
RP-000388,2025-07-04,8115,Raven Prime,Shipped,Coin,61.05,2.1,4.04,65.09,2025-07-04
RP-000389,2025-09-24,7159,Raven Prime,Closed,Coin,119.56,7.57,9.18,128.74,2025-09-24
RP-000390,2025-08-31,9403,Raven Prime,Closed,Coin,69.98,4.2,5.08,75.07,2025-08-31
RP-000391,2025-08-17,9053,Raven Prime,Shipped,Coin,144.64,10.02,11.89,156.52,2025-08-17
RP-000392,2025-07-09,8426,Raven Prime,Closed,Coin,49.46,2.34,3.47,52.93,2025-07-09
RP-000393,2025-08-25,7595,Raven Prime,Closed,Coin,73.26,4.59,4.58,77.84,2025-08-25
RP-000394,2025-08-05,8966,Raven Prime,Closed,Coin,45.41,2.4,2.84,48.25,2025-08-05
RP-000395,2025-07-30,8979,Raven Prime,Open,Coin,25.23,1.33,2.25,27.48,2025-07-30
RP-000396,2025-08-16,8992,Raven Prime,Open,Coin,113.27,4.87,9.22,122.49,2025-08-16
RP-000397,2025-07-27,10335,Raven Prime,Shipped,Coin,81.69,3.98,6.63,88.32,2025-07-27
RP-000398,2025-09-10,10555,Raven Prime,Shipped,Coin,56.27,1.27,5.16,61.43,2025-09-10
RP-000399,2025-07-05,7429,Raven Prime,Shipped,Coin,21.29,1.28,1.33,22.62,2025-07-05
RP-000400,2025-07-25,9801,Raven Prime,Closed,Coin,27.82,1.84,1.74,29.56,2025-07-25
RP-000401,2025-07-23,7671,Raven Prime,Open,Coin,130.65,7.69,8.71,139.36,2025-07-23
RP-000402,2025-09-20,10060,Raven Prime,Shipped,Coin,100.57,9.34,7.86,108.44,2025-09-20
RP-000403,2025-09-11,9806,Raven Prime,Open,Coin,60.08,3.88,3.75,63.83,2025-09-11
RP-000404,2025-09-15,7255,Raven Prime,Shipped,Coin,119.46,7.29,8.95,128.41,2025-09-15
RP-000405,2025-07-20,9335,Raven Prime,Closed,Coin,40.37,0.86,2.52,42.89,2025-07-20
RP-000406,2025-07-30,9347,Raven Prime,Shipped,Coin,50.55,3.97,3.16,53.71,2025-07-30
RP-000407,2025-09-24,10298,Raven Prime,Closed,Coin,69.0,5.74,4.88,73.88,2025-09-24
RP-000408,2025-09-04,8167,Raven Prime,Open,Coin,125.46,4.59,11.35,136.81,2025-09-04
RP-000409,2025-08-04,8381,Raven Prime,Open,Coin,53.72,3.29,3.36,57.07,2025-08-04
RP-000410,2025-08-30,7788,Raven Prime,Shipped,Coin,93.31,4.22,6.1,99.4,2025-08-30
RP-000411,2025-08-13,9995,Raven Prime,Shipped,Coin,45.84,2.76,2.87,48.71,2025-08-13
RP-000412,2025-09-07,7832,Raven Prime,Shipped,Coin,86.88,3.91,5.43,92.31,2025-09-07
RP-000413,2025-07-02,7784,Raven Prime,Closed,Coin,62.89,3.0,3.93,66.82,2025-07-02
RP-000414,2025-07-07,9786,Raven Prime,Closed,Coin,18.24,1.96,1.38,19.62,2025-07-07
RP-000415,2025-08-28,9474,Raven Prime,Closed,Coin,119.63,11.46,9.5,129.13,2025-08-28
RP-000416,2025-09-13,10310,Raven Prime,Shipped,Coin,74.45,2.41,5.98,80.43,2025-09-13
RP-000417,2025-07-18,8293,Raven Prime,Shipped,Coin,59.34,3.29,3.71,63.05,2025-07-18
RP-000418,2025-09-04,9018,Raven Prime,Closed,Coin,47.91,2.1,2.99,50.9,2025-09-04
RP-000419,2025-08-25,7833,Raven Prime,Closed,Coin,95.38,1.38,7.38,102.76,2025-08-25
RP-000420,2025-09-05,7026,Raven Prime,Closed,Coin,51.12,3.31,3.49,54.61,2025-09-05
RP-000421,2025-08-10,7415,Raven Prime,Closed,Coin,20.01,0.71,1.25,21.26,2025-08-10
RP-000422,2025-07-18,7272,Raven Prime,Closed,Coin,25.16,2.13,1.57,26.73,2025-07-18
RP-000423,2025-07-05,9262,Raven Prime,Closed,Coin,55.04,1.98,3.7,58.74,2025-07-05
RP-000424,2025-09-14,10041,Raven Prime,Closed,Coin,75.68,3.55,5.6,81.28,2025-09-14
RP-000425,2025-07-01,10289,Raven Prime,Shipped,Coin,110.71,9.78,10.01,120.72,2025-07-01
RP-000426,2025-07-15,8523,Raven Prime,Shipped,Coin,92.12,6.02,7.36,99.48,2025-07-15
RP-000427,2025-08-17,7945,Raven Prime,Open,Coin,21.5,0.69,1.54,23.04,2025-08-17
RP-000428,2025-07-04,10116,Raven Prime,Closed,Coin,76.13,5.15,5.45,81.57,2025-07-04
RP-000429,2025-09-09,7862,Raven Prime,Closed,Coin,56.16,3.22,3.51,59.67,2025-09-09
RP-000430,2025-08-13,10249,Raven Prime,Open,Coin,62.69,5.03,4.78,67.47,2025-08-13
RP-000431,2025-07-07,8079,Raven Prime,Closed,Coin,87.84,2.9,5.94,93.78,2025-07-07
RP-000432,2025-09-07,7579,Raven Prime,Closed,Coin,32.32,0.17,2.33,34.65,2025-09-07
RP-000433,2025-08-23,8148,Raven Prime,Closed,Coin,86.42,5.84,6.87,93.29,2025-08-23
RP-000434,2025-09-30,8396,Raven Prime,Shipped,Coin,98.01,5.13,7.16,105.17,2025-09-30
RP-000435,2025-07-24,7936,Raven Prime,Closed,Coin,20.7,1.67,1.29,21.99,2025-07-24
RP-000436,2025-08-22,9687,Raven Prime,Closed,Coin,148.93,5.51,11.5,160.42,2025-08-22
RP-000437,2025-07-19,7851,Raven Prime,Shipped,Coin,88.86,4.24,5.55,94.41,2025-07-19
RP-000438,2025-07-19,10306,Raven Prime,Open,Coin,55.28,4.86,3.46,58.74,2025-07-19
RP-000439,2025-08-29,8107,Raven Prime,Closed,Coin,70.49,4.58,5.08,75.57,2025-08-29
RP-000440,2025-07-03,9322,Raven Prime,Closed,Coin,155.43,11.26,10.42,165.85,2025-07-03
RP-000441,2025-09-04,7303,Raven Prime,Open,Coin,34.1,2.0,2.39,36.49,2025-09-04
RP-000442,2025-08-18,9259,Raven Prime,Closed,Coin,25.13,2.51,1.68,26.81,2025-08-18
RP-000443,2025-09-16,9918,Raven Prime,Closed,Coin,146.74,11.82,12.15,158.89,2025-09-16
RP-000444,2025-07-14,7874,Raven Prime,Shipped,Coin,53.56,3.16,3.35,56.91,2025-07-14
RP-000445,2025-08-14,10488,Raven Prime,Closed,Coin,148.65,10.52,10.96,159.61,2025-08-14
RP-000446,2025-07-21,9544,Raven Prime,Closed,Coin,61.67,2.71,5.12,66.79,2025-07-21
RP-000447,2025-09-14,7723,Raven Prime,Closed,Coin,93.9,5.35,6.67,100.57,2025-09-14
RP-000448,2025-07-03,7997,Raven Prime,Closed,Coin,34.05,1.74,2.81,36.86,2025-07-03
RP-000449,2025-07-12,9722,Raven Prime,Shipped,Coin,55.89,3.12,3.49,59.39,2025-07-12
RP-000450,2025-09-14,9723,Raven Prime,Closed,Coin,76.15,4.43,6.03,82.18,2025-09-14
RP-000451,2025-07-01,8122,Raven Prime,Open,Coin,44.59,0.93,2.79,47.37,2025-07-01
RP-000452,2025-09-02,8808,Raven Prime,Shipped,Coin,53.76,3.37,3.36,57.12,2025-09-02
RP-000453,2025-08-17,7474,Raven Prime,Open,Coin,46.35,1.64,2.9,49.24,2025-08-17
RP-000454,2025-08-27,8837,Raven Prime,Closed,Coin,23.98,0.65,1.5,25.48,2025-08-27
RP-000455,2025-09-06,10389,Raven Prime,Shipped,Coin,144.06,3.04,9.0,153.07,2025-09-06
RP-000456,2025-08-01,10376,Raven Prime,Closed,Coin,155.59,5.91,12.13,167.72,2025-08-01
RP-000457,2025-08-07,10304,Raven Prime,Shipped,Coin,120.34,7.43,9.99,130.34,2025-08-07
RP-000458,2025-09-15,8089,Raven Prime,Closed,Coin,40.64,3.21,2.87,43.51,2025-09-15
RP-000459,2025-07-02,10445,Raven Prime,Closed,Coin,115.0,4.95,9.45,124.46,2025-07-02
RP-000460,2025-08-24,10195,Raven Prime,Open,Coin,87.71,5.54,8.21,95.92,2025-08-24
RP-000461,2025-08-27,7760,Raven Prime,Shipped,Coin,32.47,0.82,2.56,35.03,2025-08-27
RP-000462,2025-07-04,8434,Raven Prime,Closed,Coin,159.06,2.75,13.22,172.28,2025-07-04
RP-000463,2025-07-20,9118,Raven Prime,Open,Coin,82.59,4.06,5.5,88.09,2025-07-20
RP-000464,2025-08-18,7996,Raven Prime,Closed,Coin,48.15,2.57,4.52,52.66,2025-08-18
RP-000465,2025-08-13,9605,Raven Prime,Shipped,Coin,14.77,0.34,0.92,15.69,2025-08-13
RP-000466,2025-07-19,9045,Raven Prime,Shipped,Coin,70.7,1.58,4.55,75.25,2025-07-19
RP-000467,2025-08-12,10090,Raven Prime,Closed,Coin,79.01,5.48,5.41,84.43,2025-08-12
RP-000468,2025-08-29,7708,Raven Prime,Closed,Coin,139.68,4.75,12.59,152.28,2025-08-29
RP-000469,2025-08-17,10363,Raven Prime,Closed,Coin,44.9,3.79,3.2,48.1,2025-08-17
RP-000470,2025-09-22,9105,Raven Prime,Shipped,Coin,124.4,8.29,7.78,132.18,2025-09-22
RP-000471,2025-09-15,9890,Raven Prime,Shipped,Coin,49.72,2.14,3.11,52.83,2025-09-15
RP-000472,2025-09-19,7562,Raven Prime,Closed,Coin,35.3,0.54,2.21,37.51,2025-09-19
RP-000473,2025-07-23,9321,Raven Prime,Open,Coin,36.97,0.94,2.31,39.28,2025-07-23
RP-000474,2025-07-18,9420,Raven Prime,Shipped,Coin,145.7,8.98,12.04,157.74,2025-07-18
RP-000475,2025-08-18,7016,Raven Prime,Closed,Coin,40.25,2.46,2.92,43.17,2025-08-18
RP-000476,2025-08-28,7626,Raven Prime,Shipped,Coin,96.9,3.86,8.42,105.32,2025-08-28
RP-000477,2025-08-23,7019,Raven Prime,Shipped,Coin,89.92,3.54,5.62,95.54,2025-08-23
RP-000478,2025-07-10,8694,Raven Prime,Closed,Coin,40.32,0.83,3.19,43.51,2025-07-10
RP-000479,2025-09-17,9959,Raven Prime,Closed,Coin,31.96,1.34,2.31,34.27,2025-09-17
RP-000480,2025-08-16,9696,Raven Prime,Shipped,Coin,104.44,3.35,8.34,112.77,2025-08-16
RP-000481,2025-07-15,8649,Raven Prime,Closed,Coin,123.32,7.82,11.41,134.73,2025-07-15
RP-000482,2025-08-14,10331,Raven Prime,Closed,Coin,92.58,6.1,7.45,100.03,2025-08-14
RP-000483,2025-07-01,9512,Raven Prime,Shipped,Coin,68.57,3.0,5.63,74.2,2025-07-01
RP-000484,2025-08-23,10353,Raven Prime,Open,Coin,40.83,1.76,2.55,43.38,2025-08-23
RP-000485,2025-08-15,7673,Raven Prime,Closed,Coin,11.63,0.67,0.86,12.49,2025-08-15
RP-000486,2025-08-09,9853,Raven Prime,Open,Coin,110.56,4.69,8.32,118.88,2025-08-09
RP-000487,2025-07-05,8473,Raven Prime,Open,Coin,22.66,2.13,1.95,24.61,2025-07-05
RP-000488,2025-07-07,10114,Raven Prime,Closed,Coin,40.87,4.11,3.13,44.0,2025-07-07
RP-000489,2025-07-26,10179,Raven Prime,Closed,Coin,55.37,3.5,4.07,59.44,2025-07-26
RP-000490,2025-07-09,9243,Raven Prime,Closed,Coin,46.98,2.17,3.67,50.65,2025-07-09
RP-000491,2025-07-16,9234,Raven Prime,Closed,Coin,153.47,5.47,11.7,165.17,2025-07-16
RP-000492,2025-07-30,9097,Raven Prime,Shipped,Coin,33.6,2.98,2.43,36.03,2025-07-30
RP-000493,2025-07-30,7465,Raven Prime,Closed,Coin,60.54,2.76,3.78,64.33,2025-07-30
RP-000494,2025-07-07,8981,Raven Prime,Closed,Coin,8.08,0.64,0.51,8.59,2025-07-07
RP-000495,2025-08-31,7023,Raven Prime,Closed,Coin,194.69,11.71,18.24,212.93,2025-08-31
RP-000496,2025-09-28,7367,Raven Prime,Closed,Coin,46.83,0.71,2.93,49.75,2025-09-28
RP-000497,2025-09-01,7619,Raven Prime,Shipped,Coin,101.42,2.83,7.95,109.37,2025-09-01
RP-000498,2025-09-30,8948,Raven Prime,Open,Coin,80.48,3.29,6.09,86.57,2025-09-30
RP-000499,2025-07-27,8830,Raven Prime,Closed,Coin,120.83,1.63,7.94,128.77,2025-07-27
RP-000500,2025-09-19,8084,Raven Prime,Shipped,Coin,23.47,1.58,1.47,24.93,2025-09-19
RP-000501,2025-08-25,9118,Raven Prime,Shipped,Coin,24.16,0.59,1.51,25.67,2025-08-25
RP-000502,2025-09-29,9017,Raven Prime,Closed,Coin,91.09,1.53,5.69,96.78,2025-09-29
RP-000503,2025-07-12,10355,Raven Prime,Closed,Coin,31.79,1.71,1.99,33.78,2025-07-12
RP-000504,2025-07-12,10335,Raven Prime,Closed,Coin,36.08,2.41,2.59,38.66,2025-07-12
RP-000505,2025-09-17,8705,Raven Prime,Closed,Coin,180.04,11.42,13.67,193.72,2025-09-17
RP-000506,2025-08-06,9629,Raven Prime,Closed,Coin,174.43,9.56,13.41,187.85,2025-08-06
RP-000507,2025-07-26,7740,Raven Prime,Open,Coin,75.08,4.37,5.6,80.67,2025-07-26
RP-000508,2025-07-29,7497,Raven Prime,Closed,Coin,60.99,4.19,4.39,65.38,2025-07-29
RP-000509,2025-08-06,7242,Raven Prime,Closed,Coin,44.28,1.42,2.77,47.05,2025-08-06
RP-000510,2025-09-10,7905,Raven Prime,Closed,Coin,82.64,4.22,5.17,87.81,2025-09-10
RP-000511,2025-07-31,7426,Raven Prime,Shipped,Coin,82.37,5.67,5.7,88.07,2025-07-31
RP-000512,2025-07-10,8512,Raven Prime,Closed,Coin,100.87,6.7,8.06,108.93,2025-07-10
RP-000513,2025-08-14,7800,Raven Prime,Shipped,Coin,40.99,2.12,2.56,43.56,2025-08-14
